|__SUBDIVISION,|__YEAR,|__ANNUAL,|__JF,|__MAM,|__JJAS,|__OND
Matathwada,1969,824.6,0,3,768.8,52.9
Matathwada,1970,910.9,8.4,40.6,842.1,19.9
Matathwada,1971,607.9,0.3,40.2,458.9,108.4
Matathwada,1972,347.1,0,3.2,307.6,36.3
Matathwada,1973,871.3,0.7,4.5,765.8,100.3
Matathwada,1974,650.6,0.4,39.3,476.8,134.1
Matathwada,1975,1050.9,10.5,18.6,907.8,114
Matathwada,1976,623,0.2,13.5,563.7,45.6
Matathwada,1977,767.7,1.5,15.9,547.4,202.8
Matathwada,1978,784.8,24.5,40.7,613.3,106.3
Matathwada,1979,807.6,15.3,25.2,658.1,109.1
Matathwada,1980,812.9,0.1,11.6,776.1,25.1
Matathwada,1981,786.6,28,25.2,635.1,98.2
Matathwada,1982,636.5,10.6,28.8,526.5,70.6
Matathwada,1983,1187.6,0,6.6,1066.3,114.6
Matathwada,1984,552.7,12.6,1.2,424.1,114.9
Matathwada,1985,575.4,7.1,24.3,455.8,88.2
Matathwada,1986,562.9,19.2,11.4,503.6,28.8
Matathwada,1987,786.2,11.5,23.7,553.4,197.6
Matathwada,1988,1170,0,11.7,1128.6,29.7
Matathwada,1989,1068.3,0,51.5,989.8,27.1
Matathwada,1990,1198.1,2.9,142.1,822.2,231
Matathwada,1991,601,0.7,19.5,560.7,20
Matathwada,1992,726.6,0,10.2,640.6,75.7
Matathwada,1993,806.3,1,16.4,591.8,197.2
Matathwada,1994,583.8,3.4,29.3,454,97.2
Matathwada,1995,809.5,47.1,52.6,555.4,154.4
Matathwada,1996,855,0.1,12.5,718.6,123.8
Matathwada,1997,790.5,8.8,30.6,491.3,259.8
Matathwada,1998,1126.7,0.5,13.8,930.5,181.9
Matathwada,1999,767.6,6,18,623.6,119.9
Matathwada,2000,684.4,4.2,17.2,629.9,33.2
Matathwada,2001,732.4,5.3,11.2,544.6,171.3
Matathwada,2002,722.1,9.6,15.3,646,51.3
Matathwada,2003,720.1,3.4,35.7,653.1,27.8
Matathwada,2004,678.7,1.7,37.8,553.9,85.3
Matathwada,2005,940.5,13.8,15.3,810.9,100.5
Matathwada,2006,872.9,0,59.1,761.5,52.3
Matathwada,2007,714.6,0,10.8,695.3,8.5
Matathwada,2008,646.3,0.1,20.2,591.7,34.2
Matathwada,2009,668.9,0,8.4,529.8,130.7
Matathwada,2010,1011.6,10,9.2,897.8,94.5
Matathwada,2011,663.5,3.8,7.3,627.7,24.8
Matathwada,2012,526.7,0,2.9,454.7,69.1
Matathwada,2013,888,10.9,16.9,745.3,114.8
Matathwada,2014,548.9,14.8,97.9,398.8,37.4
Matathwada,2015,532.2,11.7,83.8,412.4,24.3
Matathwada,2016,949,3.1,20.1,824.8,100.9
Matathwada,2017,755.6,0,8.1,642.1,105.4
Vidarbha,1901,1093.3,76.6,64.3,917.2,35.2
Vidarbha,1902,748.9,1.7,10.6,664.3,72.4
Vidarbha,1903,1229.4,9.3,40.3,1077,102.8
Vidarbha,1904,753.2,6.7,27.9,655.9,62.7
Vidarbha,1905,941.8,20,42.6,873.1,6.2
Vidarbha,1906,1191.2,16.2,18.2,1117.5,39.2
Vidarbha,1907,1010.8,56.5,50.5,883.5,20.2
Vidarbha,1908,1243.4,19.6,20.7,1191.4,11.8
Vidarbha,1909,1061.6,11.3,54.1,898.3,97.9
Vidarbha,1910,1294,0,10,1165.5,118.5
Vidarbha,1911,982.8,18.2,4.9,892.3,67.4
Vidarbha,1912,1014,49.9,13.5,927.5,23.1
Vidarbha,1913,1052.6,24.9,23,959.6,45.1
Vidarbha,1914,1199,13.4,67.8,1092.9,24.9
Vidarbha,1915,1199.6,42.3,97.9,925.9,133.4
Vidarbha,1916,1362.3,14.4,24.7,1161.6,161.5
Vidarbha,1917,1396.9,79.4,81,1113.8,122.7
Vidarbha,1918,801.4,5.4,86.4,676.2,33.4
Vidarbha,1919,1212.6,92.8,42.2,959.3,118.4
Vidarbha,1920,578.5,27,16.3,534.6,0.5
Vidarbha,1921,1085.6,20.3,2.6,1051.2,11.4
Vidarbha,1922,1109.8,36.1,8.8,979.6,85.3
Vidarbha,1923,941.3,7.7,36.3,885.5,11.8
Vidarbha,1924,994.2,21.8,13.8,790,168.6
Vidarbha,1925,941.1,0,40.7,808.7,91.7
Vidarbha,1926,1071.1,65.1,73.2,892.2,40.5
Vidarbha,1927,1167.4,10.7,16.4,1012.7,127.7
Vidarbha,1928,1017.5,43.3,8.3,839.5,126.4
Vidarbha,1929,912.5,56.4,13.2,784.9,58
Vidarbha,1930,983.1,5.3,33,861.8,83
Vidarbha,1931,1404.2,8.6,20.3,1107.6,267.7
Vidarbha,1932,1130.5,27.4,26.5,1041.3,35.3
Vidarbha,1933,1502.3,43.1,94.3,1265.5,99.5
Vidarbha,1934,1218.3,2.2,9.1,1149.6,57.5
Vidarbha,1935,1158,19,27.7,1095.1,16.2
Vidarbha,1936,1451.2,78,57,1160,156.3
Vidarbha,1937,1319.1,33.1,156.6,1015,114.4
Vidarbha,1938,1460.9,16.4,42.4,1275.3,126.8
Vidarbha,1939,881.9,3.3,46.5,792.3,39.9
Vidarbha,1940,1357.5,9.3,25.5,1205.9,116.7
Vidarbha,1941,828.9,24.7,21.4,776.3,6.5
Vidarbha,1942,1341.7,87.3,14.9,1213.4,26.1
Vidarbha,1943,1018.2,55,35.9,843.7,83.5
Vidarbha,1944,1367.8,63.8,69.2,1150.8,83.9
Vidarbha,1945,1199.4,14.1,27.9,1125.5,31.9
Vidarbha,1946,1173,14.2,26,1013.6,119.2
Vidarbha,1947,1168.3,61.7,36.8,1031.8,38
Vidarbha,1948,1182.8,58.4,15.4,968.1,140.9
Vidarbha,1949,1398.3,2.8,35.4,1225.2,134.9
Vidarbha,1950,793.5,27.4,21.2,719.5,25.5
Vidarbha,1951,1082.3,5.2,67.6,927.4,82.1
Vidarbha,1952,807.7,10.6,17.5,745.5,34.1
Vidarbha,1953,1137.8,5,21.6,1060.5,50.7
Vidarbha,1954,1100.4,0.8,16.5,1077.5,5.6
Vidarbha,1955,1368.7,15.8,14.2,1169.5,169.3
Vidarbha,1956,1124.6,3.2,54.1,980.6,86.7
Vidarbha,1957,1070.9,11,91.5,939.8,28.5
Vidarbha,1958,1172.2,7.8,41.3,1018.5,104.6
Vidarbha,1959,1606.3,14.8,18.4,1493.1,80
Vidarbha,1960,1065,38.8,55.9,888.4,81.9
Vidarbha,1961,1440.8,6.7,31.2,1253.1,149.7
Vidarbha,1962,1152.6,10.2,73.1,966,103.3
Vidarbha,1963,1147.8,10.9,47.2,1008,81.8
Vidarbha,1964,1010.7,2,4.8,960.2,43.7
Vidarbha,1965,743.6,23.6,21.9,696.2,1.9
Vidarbha,1966,1002.9,17.2,49.1,870.1,66.4
Vidarbha,1967,1128.4,0.5,59,937.9,130.9
Vidarbha,1968,922.9,38.5,52.7,799.7,32
Vidarbha,1969,992.9,1.5,14.3,951.1,26.1
Vidarbha,1970,1240.6,17,40,1174.1,9.6
Vidarbha,1971,882.4,16.5,60.3,696.6,108.9
Vidarbha,1972,740.8,1.1,7.1,679,53.5
Vidarbha,1973,1162.4,6.7,4,986.4,165.3
Vidarbha,1974,840.8,4.8,14.3,653.7,168
Vidarbha,1975,1324.1,26,14.5,1190.6,93
Vidarbha,1976,974.6,2.2,20.7,912.1,39.6
Vidarbha,1977,1068,2.1,27.6,926.1,112.2
Vidarbha,1978,1249.4,37.7,30.5,1103.4,77.7
Vidarbha,1979,1087.2,90.1,15,930.2,51.8
Vidarbha,1980,1042.6,18.6,4.3,993.1,26.6
Vidarbha,1981,1218.6,21.2,41.6,1122.7,33.2
Vidarbha,1982,856.1,56.3,26.5,708,65.3
Vidarbha,1983,1240.4,8.9,10.1,1150.7,70.6
Vidarbha,1984,810.6,45.5,3.9,683.9,77.2
Vidarbha,1985,876.9,23.7,18,712.3,123
Vidarbha,1986,1157,52.2,17.1,1029.6,58.2
Vidarbha,1987,822.6,30.4,18.1,643,131.1
Vidarbha,1988,1308.7,8.6,20.6,1188.5,91.1
Vidarbha,1989,997.7,0,25.6,925.1,46.9
Vidarbha,1990,1505,10.4,83.9,1258.4,152.4
Vidarbha,1991,838.7,8,12.2,795.3,23.2
Vidarbha,1992,1148.6,0.6,9,1090.8,48.2
Vidarbha,1993,1023,4.1,25.7,904.7,88.5
Vidarbha,1994,1427.1,19.8,11.9,1305.5,90
Vidarbha,1995,1077.5,55.4,62.1,859.1,100.9
Vidarbha,1996,855,5.9,13.6,741.4,94.1
Vidarbha,1997,1039.3,16.3,29.3,767.9,225.7
Vidarbha,1998,1061.7,27.4,35.1,883.1,116.1
Vidarbha,1999,1165.1,21.1,33.5,1004.9,105.5
Vidarbha,2000,1105.2,16.4,29,1048.2,11.5
Vidarbha,2001,1122.1,9,41.4,937.8,134
Vidarbha,2002,925.8,6.3,12.1,870.3,37.1
Vidarbha,2003,1018.6,4.4,9.3,960.1,44.7
Vidarbha,2004,731.9,15.8,16.3,665,34.8
Vidarbha,2005,1214.6,81.8,11.7,1033.7,87.4
Vidarbha,2006,1215.6,0,87.7,1073,54.8
Vidarbha,2007,1167,1.4,5.8,1130,29.8
Vidarbha,2008,866.6,2.1,24.9,814.2,25.4
Vidarbha,2009,770.8,0.1,9.2,654.6,106.9
Vidarbha,2010,1338.1,15.9,9.6,1221.2,91.3
Vidarbha,2011,893.2,1.2,8.4,878.8,4.7
Vidarbha,2012,1107.7,3.2,0.8,1061.5,42.2
Vidarbha,2013,1520,19.6,7,1360,133.5
Vidarbha,2014,919.1,19.5,56.3,817.5,25.8
Vidarbha,2015,993.8,31.1,107.2,848.2,7.3
Vidarbha,2016,1163.8,5.9,37.5,1045.4,75
Vidarbha,2017,803,0.2,13.4,731.5,57.9
Chhattisgarh,1901,1387,165.4,51.7,1142.2,27.7
Chhattisgarh,1902,923.9,7.1,24.6,875.7,16.5
Chhattisgarh,1903,1331.2,20.1,58.3,1084.7,168.1
Chhattisgarh,1904,1492.4,8.6,110,1243.5,130.4
Chhattisgarh,1905,1251.1,72.9,75.5,1093.8,8.9
Chhattisgarh,1906,1394.6,115.9,56.7,1155.8,66.1
Chhattisgarh,1907,1308.8,44.3,85.6,1156.2,22.7
Chhattisgarh,1908,1488.7,75.4,14.3,1385,14
Chhattisgarh,1909,1284.1,17.1,122,1093.6,51.4
Chhattisgarh,1910,1407.2,9.5,38.6,1249.2,110
Chhattisgarh,1911,1504.1,2.2,31.5,1301.5,169
Chhattisgarh,1912,1227,77,34.9,1090.8,24.3
Chhattisgarh,1913,1234.6,89.7,71.7,1028.2,45.1
Chhattisgarh,1914,1418.1,7.9,111.1,1287,12
Chhattisgarh,1915,1455.9,67.4,57.6,1182.7,148.2
Chhattisgarh,1916,1443,26.5,29.1,1188.7,198.6
Chhattisgarh,1917,1727.7,67.3,81.4,1433.9,145
Chhattisgarh,1918,1377.2,18.6,60.9,1282.6,15.2
Chhattisgarh,1919,1859,163.5,76.6,1453.1,165.8
Chhattisgarh,1920,1203.4,4.3,70.9,1123,5.2
Chhattisgarh,1921,1319.4,41.2,6.2,1259.6,12.3
Chhattisgarh,1922,1308.8,22.3,22.7,1199.7,64
Chhattisgarh,1923,1387.2,31,30.3,1255.6,70.4
Chhattisgarh,1924,1334.2,43.4,32.9,1053.9,204.1
Chhattisgarh,1925,1737.1,0.7,99.5,1572.6,64.3
Chhattisgarh,1926,1634.9,43.9,208.3,1315.8,66.9
Chhattisgarh,1927,1537.1,69.6,42.2,1322.3,103.1
Chhattisgarh,1928,1219.2,18.1,39.2,1059.7,102.2
Chhattisgarh,1929,1663.8,51.9,21.2,1454.5,136.2
Chhattisgarh,1930,1383.5,4,64.7,1178.6,136.2
Chhattisgarh,1931,1467,72.7,39.8,1143.9,210.7
Chhattisgarh,1932,1357.6,22.9,32.1,1208.3,94.3
Chhattisgarh,1933,1650.6,107.5,134.1,1354.4,54.7
Chhattisgarh,1934,1529.2,1.8,13,1463.9,50.5
Chhattisgarh,1935,1269.2,30.1,42.7,1189.1,7.3
Chhattisgarh,1936,1826.2,76.6,65.5,1569.4,114.7
Chhattisgarh,1937,1616.8,66.2,117,1352.6,81
Chhattisgarh,1938,1505.8,43.5,62.3,1266.3,133.7
Chhattisgarh,1939,1480.3,29.3,74.2,1293,83.9
Chhattisgarh,1940,1448.4,23.2,98.9,1229.8,96.4
Chhattisgarh,1941,1005.1,34.6,48.8,844.1,77.6
Chhattisgarh,1942,1598.3,61.3,44,1465.2,27.8
Chhattisgarh,1943,1645.1,104.6,52.6,1434.1,53.8
Chhattisgarh,1944,1792.7,102.7,139,1400.5,150.4
Chhattisgarh,1945,1585.6,37.8,65.6,1403,79.3
Chhattisgarh,1946,1599,11,62.8,1431.9,93.3
Chhattisgarh,1947,1599.6,60.9,28.4,1410.2,100.1
Chhattisgarh,1948,1491.7,39,47.4,1276.7,128.7
Chhattisgarh,1949,1499.6,8.8,75.4,1255.4,160
Chhattisgarh,1950,1292.2,40.5,62.2,1153.2,36.3
Chhattisgarh,1951,1411.6,7.3,196.6,1109.4,98.2
Chhattisgarh,1952,1396.4,21.2,60.4,1250,64.8
Chhattisgarh,1953,1370.2,29.4,28.6,1254.8,57.4
Chhattisgarh,1954,1193.7,4.9,22.5,1148.4,17.8
Chhattisgarh,1955,1440.7,16.3,39.9,1207.8,176.6
Chhattisgarh,1956,1557,16.1,78.5,1378.1,84.2
